evidence_id,claim_id,question,data_class,description,source_file,source_sha256,row_locator,column_or_json_pointer,raw_value,display_value,unit,time_basis,generated_by_code,config_locator,validation,notes
EV-Q4-002B,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: Lifetime project revenue,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,lifetime_project_revenue_eur,73927244.9214,73927244.9214,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-002C,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: Lifetime energy purchase,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,lifetime_energy_purchase_eur,82141383.246,82141383.246,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-002D,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: Lifetime fixed and variable O&M,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,lifetime_fixed_and_variable_om_eur,10117551.7494,10117551.7494,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-002E,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: Lifetime maintenance capital,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,lifetime_maintenance_capex_eur,38380000,38380000,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-002F,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: Initial capital,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,initial_capex_eur,53790000,53790000,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-002G,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: Lifetime system dispatch-cost saving,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,lifetime_system_dispatch_cost_saving_eur,86144340.623,86144340.623,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-002H,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: Project NPV,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,npv_eur,-79856991.6161,-79856991.6161,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-002I,CLM-Q4-001,Q4,MODEL_DERIVED,45 MW / 220 MWh: System saving included in project cash flow,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 45.0 and battery_mwh == 220.0,system_saving_included_in_project_cashflow,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003A,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Lifetime net renewable-energy gain,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,lifetime_net_renewable_gain_mwh,795545.681801,795545.681801,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003B,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Lifetime project revenue,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,lifetime_project_revenue_eur,104902609.854,104902609.854,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003C,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Lifetime energy purchase,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,lifetime_energy_purchase_eur,116558455.394,116558455.394,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003D,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Lifetime fixed and variable O&M,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,lifetime_fixed_and_variable_om_eur,14818429.3561,14818429.3561,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003E,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Lifetime maintenance capital,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,lifetime_maintenance_capex_eur,57570000,57570000,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003F,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Initial capital,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,initial_capex_eur,80382500,80382500,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003G,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Lifetime system dispatch-cost saving,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,lifetime_system_dispatch_cost_saving_eur,119739807.063,119739807.063,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003H,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: Project NPV,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,npv_eur,-118941650.806,-118941650.806,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-003I,CLM-Q4-001,Q4,MODEL_DERIVED,67.5 MW / 330 MWh: System saving included in project cash flow,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 67.5 and battery_mwh == 330.0,system_saving_included_in_project_cashflow,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004A,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Lifetime net renewable-energy gain,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,lifetime_net_renewable_gain_mwh,1027014.47373,1027014.47373,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004B,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Lifetime project revenue,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,lifetime_project_revenue_eur,134099753.846,134099753.846,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004C,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Lifetime energy purchase,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,lifetime_energy_purchase_eur,148999726.496,148999726.496,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004D,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Lifetime fixed and variable O&M,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,lifetime_fixed_and_variable_om_eur,19506605.3846,19506605.3846,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004E,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Lifetime maintenance capital,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,lifetime_maintenance_capex_eur,76760000,76760000,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004F,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Initial capital,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,initial_capex_eur,106975000,106975000,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004G,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Lifetime system dispatch-cost saving,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,lifetime_system_dispatch_cost_saving_eur,150114122.103,150114122.103,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004H,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: Project NPV,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,npv_eur,-157909623.837,-157909623.837,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-004I,CLM-Q4-001,Q4,MODEL_DERIVED,90 MW / 440 MWh: System saving included in project cash flow,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,c8278ff71fbb6978dc2cc0f8dcf9631962f6779e9d02e8eb778088342f1737e7,battery_mw == 90.0 and battery_mwh == 440.0,system_saving_included_in_project_cashflow,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,resolved config in Q4 manifest,separate project and system accounts,
EV-Q4-A01,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Project life,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/years,20,20,years,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/years,,"Illustrative assumption, not a market quote"
EV-Q4-A02,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Real discount rate,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/real_discount_rate,0.07,0.07,fraction,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/real_discount_rate,,"Illustrative assumption, not a market quote"
EV-Q4-A03,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Price mode,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/prices/mode,flat,flat,text,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/prices/mode,,"Illustrative assumption, not a market quote"
EV-Q4-A04,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Flat energy price,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/prices/flat_eur_mwh,70,70,EUR/MWh,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/prices/flat_eur_mwh,,"Illustrative assumption, not a market quote"
EV-Q4-A05,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Annualisation,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/annualisation,"{""hours_per_year"": 8760.0, ""mode"": ""repeat_block""}","{""hours_per_year"": 8760.0, ""mode"": ""repeat_block""}",JSON,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/annualisation,,"Illustrative assumption, not a market quote"
EV-Q4-A06,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Assumptions status,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/assumptions_status,illustrative_q2_derived_economic_downsizing_not_market_quotes,illustrative_q2_derived_economic_downsizing_not_market_quotes,text,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/assumptions_status,,"Illustrative assumption, not a market quote"
EV-Q4-A07,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Grid-service payment,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/prices/grid_service_payment_eur_kw_year,0,0,EUR/kW-year,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/prices/grid_service_payment_eur_kw_year,,"Illustrative assumption, not a market quote"
EV-Q4-A08,CLM-Q4-002,Q4,COMMERCIAL_ASSUMPTION,Currency and financing basis,results/problem_3_1/question_4_economic_downsizing_168h_20260910_v2/manifest.json,35eed915fcee5b6af7e174804fe1a15de2744cf16ea8950b7f8bf77d1e40bf5a,manifest root,/config/currency_basis,"real EUR, 2026 purchasing power; pre-tax unlevered","real EUR, 2026 purchasing power; pre-tax unlevered",text,configured project horizon,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,/config/currency_basis,,"Illustrative assumption, not a market quote"
EV-Q4-D1A,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,1-site lifetime net renewable gain,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 1,lifetime_net_renewable_gain_mwh,553004.221785,553004.221785,MWh,20-year result; repeated-week annualisation,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-D1B,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,1-site project NPV,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 1,npv_eur,-79856991.6161,-79856991.6161,EUR real 2026,20-year present value,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-D2A,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,2-site lifetime net renewable gain,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 2,lifetime_net_renewable_gain_mwh,553004.221785,553004.221785,MWh,20-year result; repeated-week annualisation,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-D2B,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,2-site project NPV,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 2,npv_eur,-80798962.36,-80798962.36,EUR real 2026,20-year present value,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-D3A,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,3-site lifetime net renewable gain,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 3,lifetime_net_renewable_gain_mwh,553004.221785,553004.221785,MWh,20-year result; repeated-week annualisation,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-D3B,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,3-site project NPV,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 3,npv_eur,-81740933.1038,-81740933.1038,EUR real 2026,20-year present value,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-D4A,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,4-site lifetime net renewable gain,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 4,lifetime_net_renewable_gain_mwh,553004.221785,553004.221785,MWh,20-year result; repeated-week annualisation,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-D4B,CLM-Q4-003,Q4 distributed,MODEL_DERIVED,4-site project NPV,results/problem_3_1/question_4_distributed_bess_strict_45mw_168h_20260910_v2/04_technical_revenue_cost_npv_payback.csv,5b393d93ee9ea67cfb900146381035ac8bc059e7a4751590323c5553b02f474e,site_count == 4,npv_eur,-82682903.8477,-82682903.8477,EUR real 2026,20-year present value,src/problem_3_1/q4_techno_economic/reporting.py::write_report lines 63-125,configs/problem_3_1/question_4_distributed_bess_strict_tie_break.json,,
EV-Q4-L1A,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: Fixed-line BESS lifetime net renewable gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,fixed_lifetime_net_renewable_gain_mwh,281012.838733,281012.838733,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L1B,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: Incremental BESS lifetime gain conditional on DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,dlr_lifetime_net_renewable_gain_mwh,274779.976368,274779.976368,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L1C,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: Total DLR plus BESS lifetime gain versus fixed-line no-build,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,dlr_plus_bess_total_gain_vs_fixed_mwh,874964.877313,874964.877313,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L1D,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: Fixed-line BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,fixed_npv_eur,-41129703.0864,-41129703.0864,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L1E,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: Conditional BESS project NPV with DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,dlr_npv_eur,-40452297.3265,-40452297.3265,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
